SD_NM,SD_CD,SGG_NM,SGG_CD,beta,beta_L,beta_U,2012_1,2012_2,2012_3,2012_4,2012_5,2012_6,2012_7,2012_8,2012_9,2012_10,2012_11,2012_12,2013_1,2013_2,2013_3,2013_4,2013_5,2013_6,2013_7,2013_8,2013_9,2013_10,2013_11,2013_12,2014_1,2014_2,2014_3,2014_4,2014_5,2014_6,2014_7,2014_8,2014_9,2014_10,2014_11,2014_12,2015_1,2015_2,2015_3,2015_4,2015_5,2015_6,2015_7,2015_8,2015_9,2015_10,2015_11,2015_12,1mth_avg,2mth_avg,3mth_avg,4mth_avg,5mth_avg,6mth_avg,7mth_avg,8mth_avg,9mth_avg,10mth_avg,11mth_avg,12mth_avg
서울특별시,,종로구,,-0.00379,-0.00545,-0.00224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,중구,,-0.00347,-0.00525,-0.00176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,용산구,,-0.00596,-0.0074,-0.00454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,성동구,,-0.00379,-0.0051,-0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,광진구,,-0.00395,-0.00523,-0.00268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,동대문구,,-0.00248,-0.0036,-0.00137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,중랑구,,0.00063,-0.00041,0.00169,3,2,1,1,2,1,1,0,1,1,2,2,3,2,2,2,3,2,2,2,2,2,3,4,2,1,1,1,1,1,1,0,0,1,1,1,2,2,1,1,1,1,0,1,0,1,1,1,2,1,1,1,1,1,1,0,0,1,1,2
서울특별시,,성북구,,-0.00477,-0.00581,-0.00372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,강북구,,-0.00383,-0.00502,-0.00267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,도봉구,,-0.003,-0.00416,-0.00183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,노원구,,-0.00014,-0.00112,0.00084,3,2,1,1,1,1,1,0,1,1,2,2,3,2,1,2,3,2,2,2,2,2,3,4,2,1,1,1,1,0,1,0,0,0,1,1,2,2,1,1,1,1,0,1,0,1,1,1,2,1,1,1,1,1,1,0,0,1,1,2
서울특별시,,은평구,,-0.00422,-0.00522,-0.00318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,서대문구,,-0.00598,-0.00721,-0.00474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,마포구,,-0.00617,-0.0074,-0.00497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,양천구,,-0.0011,-0.00216,-0.00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,강서구,,0.00095,0.00006,0.00188,5,4,3,3,3,3,1,1,1,2,4,4,6,4,3,4,7,6,4,4,3,3,5,8,4,3,2,3,2,1,2,1,1,1,2,2,4,5,2,2,2,2,1,2,1,3,3,3,4,4,2,3,3,3,2,2,1,2,3,4
서울특별시,,구로구,,-0.0051,-0.00623,-0.00399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,금천구,,-0.00093,-0.00228,0.00039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,영등포구,,-0.00503,-0.00617,-0.00389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,동작구,,-0.00793,-0.00908,-0.00675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,관악구,,-0.00657,-0.00764,-0.00552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,서초구,,-0.0082,-0.00947,-0.00692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,강남구,,-0.00704,-0.0082,-0.00588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,송파구,,-0.00509,-0.00616,-0.00397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울특별시,,강동구,,-0.0002,-0.00136,0.00093,2,1,1,1,1,1,0,0,0,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1
경기도,,수원시 장안구,,0.00509,0.00388,0.00627,5,4,3,3,3,3,2,1,2,2,4,5,6,4,4,4,7,6,4,4,3,3,5,7,4,3,2,3,2,1,2,1,1,1,2,2,3,4,1,2,2,2,1,2,1,3,1,1,4,3,2,3,3,3,2,2,1,2,3,3
경기도,,수원시 권선구,,0.00618,0.00508,0.00732,7,5,4,5,5,4,2,1,3,3,5,6,9,5,6,6,10,8,5,6,5,5,7,10,6,4,4,4,4,2,2,2,2,3,3,3,5,6,1,3,3,4,2,3,2,4,1,1,6,5,3,4,5,4,2,3,3,3,4,5
경기도,,수원시 팔달구,,0.00476,0.00348,0.00603,3,2,2,2,2,2,1,1,1,1,2,3,3,2,2,2,4,3,2,2,2,2,3,4,2,2,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,1,1,2,0,0,2,2,1,1,2,1,1,1,1,1,1,2
경기도,,수원시 영통구,,0.00558,0.00412,0.00701,3,2,2,2,2,2,1,1,1,2,3,3,5,3,3,3,5,4,3,3,2,2,4,5,3,2,2,2,2,1,1,1,1,2,2,2,3,3,0,1,2,2,1,2,1,2,1,1,3,2,1,2,2,2,1,1,1,2,2,2
경기도,,성남시 수정구,,0.00198,0.00072,0.00324,2,1,1,1,1,1,0,0,0,1,1,1,2,1,1,1,2,2,1,1,1,1,2,3,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1
경기도,,성남시 중원구,,0.00382,0.00256,0.00503,3,2,2,2,2,1,1,0,1,1,2,3,4,2,2,2,4,4,2,3,2,2,3,5,2,2,1,2,1,1,1,1,1,1,1,1,2,3,0,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2
경기도,,성남시 분당구,,-0.00618,-0.00728,-0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,의정부시,,-0.00099,-0.002,0.00006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,안양시 만안구,,-0.00056,-0.00194,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,안양시 동안구,,-0.00164,-0.00294,-0.00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,부천시 원미구,,0.00433,0.00326,0.00539,8,6,5,4,5,4,2,1,2,3,5,7,10,6,6,5,11,9,5,6,6,6,9,13,5,4,4,4,3,2,3,2,2,2,3,3,5,7,3,3,3,3,2,3,2,5,3,4,7,5,4,4,5,4,3,3,3,4,5,6
경기도,,부천시 소사구,,0.00196,0.00052,0.00333,1,1,1,1,1,1,0,0,0,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1
경기도,,부천시 오정구,,0.00473,0.00323,0.00621,2,2,1,1,1,1,1,0,1,1,1,2,3,2,1,1,3,2,1,2,1,1,2,3,1,1,1,1,1,1,1,0,0,0,1,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
경기도,,광명시,,-0.00047,-0.00172,0.00078,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,평택시,,0.00116,0.00039,0.00192,2,1,2,2,2,1,1,0,1,1,1,2,7,4,5,6,7,6,3,4,3,3,4,5,5,4,3,4,4,3,2,2,2,3,3,2,4,5,1,2,3,3,2,2,2,4,1,1,4,3,2,3,4,3,2,2,2,2,2,2
경기도,,동두천시,,0.00302,0.00162,0.00439,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,안산시 상록구,,0.0032,0.00198,0.00444,5,3,3,3,3,2,1,1,2,2,3,4,6,3,4,3,6,5,3,4,3,3,5,7,3,2,2,2,2,1,1,1,1,1,2,1,3,4,1,1,2,2,1,2,1,3,1,1,4,3,2,2,3,2,1,2,1,2,2,3
경기도,,안산시 단원구,,0.00587,0.00463,0.00708,6,5,4,5,5,3,2,1,2,2,4,5,7,4,5,5,7,6,3,4,4,4,5,7,4,4,3,3,4,2,2,1,2,2,2,1,3,6,1,2,3,3,2,2,2,3,1,1,5,4,3,3,4,3,2,2,2,2,3,3
경기도,,고양시 덕양구,,0.00097,-0.00006,0.00202,3,2,2,1,2,1,1,0,1,1,2,3,3,2,2,2,4,4,2,3,2,2,3,5,2,2,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,0,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2
경기도,,고양시 일산동구,,0.00067,-0.00055,0.00188,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1
경기도,,고양시 일산서구,,-0.00129,-0.00245,-0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,과천시,,-0.0068,-0.00956,-0.00407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,구리시,,-0.00051,-0.00223,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,남양주시,,-0.00067,-0.0016,0.00029,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
경기도,,오산시,,0.00242,0.00106,0.00378,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
경기도,,시흥시,,0.00414,0.00291,0.00532,6,4,3,3,4,3,1,1,2,2,4,5,7,4,4,4,7,6,4,4,4,4,6,8,4,3,2,3,2,2,2,1,1,2,2,2,3,5,1,2,2,3,1,2,1,3,2,2,5,4,2,3,3,3,2,2,2,2,3,4
경기도,,군포시,,-0.00287,-0.00426,-0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,의왕시,,-0.00008,-0.00191,0.00181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,하남시,,0.0017,-0.00005,0.00338,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,용인시 처인구,,0.00197,0.00098,0.00296,2,1,1,2,2,1,1,1,1,1,2,2,3,1,2,2,2,2,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,0,0,2,1,1,1,1,1,1,1,1,1,1,1
경기도,,용인시 기흥구,,-0.0055,-0.00664,-0.00437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,용인시 수지구,,-0.0125,-0.01402,-0.01104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,파주시,,0.00152,0.00066,0.00237,6,4,4,3,4,3,1,1,2,2,3,4,6,4,4,4,6,5,3,4,3,3,4,7,3,3,2,2,2,1,1,1,1,1,2,2,4,5,1,2,2,2,1,2,1,2,1,1,4,4,2,2,3,2,1,2,1,2,2,3
경기도,,이천시,,0.0018,0.00089,0.00269,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
경기도,,안성시,,0.00205,0.00117,0.00294,2,1,2,2,2,1,1,0,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
경기도,,김포시,,-0.00191,-0.003,-0.00084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,화성시,,0.00072,-0.00011,0.00155,4,3,3,4,4,3,2,1,2,2,3,3,5,3,4,4,5,4,3,3,3,3,3,4,3,3,2,2,3,2,1,1,1,2,2,1,3,4,0,1,2,2,1,2,2,3,1,1,3,3,2,2,3,2,1,1,2,2,2,2
경기도,,광주시,,0.00038,-0.00078,0.00154,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
경기도,,양주시,,0.00101,-0.00029,0.00228,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
경기도,,포천시,,0.00343,0.00238,0.00444,4,2,2,2,2,1,1,0,1,1,2,3,3,2,2,2,2,2,1,2,1,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,1,0,1,0,1,2,1,1,1,1,1,0,0,0,0,1,1
경기도,,여주군,,0.0015,0.00051,0.00248,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
경기도,,연천군,,0.00104,-0.0007,0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,가평군,,-0.0001,-0.00186,0.00159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,,양평군,,0.00073,-0.00055,0.00196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시,,중구,,0.00156,-0.00033,0.00336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시,,서구,,0.00149,0.00031,0.00266,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
부산광역시,,동구,,0.00321,0.00195,0.00445,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
부산광역시,,영도구,,0.00164,0.00045,0.00283,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
부산광역시,,부산진구,,0.00213,0.00131,0.00295,6,6,5,5,6,3,4,1,3,4,6,6,8,6,8,6,7,5,4,4,3,3,5,6,6,3,3,2,3,2,2,1,1,1,2,2,4,6,3,1,5,4,2,3,2,3,2,3,6,5,4,3,5,3,3,2,2,2,3,4
부산광역시,,동래구,,0.00001,-0.00105,0.00108,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
부산광역시,,남구,,-0.00054,-0.00153,0.00045,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산광역시,,북구,,0.00407,0.00309,0.00504,5,6,5,5,6,3,3,1,3,3,5,5,7,5,7,5,7,5,3,4,3,3,4,6,6,4,3,2,3,2,2,1,1,1,2,2,5,6,2,1,5,4,2,2,1,3,2,3,5,5,4,3,5,3,2,2,2,2,3,4
부산광역시,,해운대구,,0.00011,-0.00084,0.00105,2,2,2,2,2,1,1,0,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,0,0,0,1,1,1,2,1,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
부산광역시,,사하구,,0.00308,0.00219,0.00398,6,7,6,6,7,4,4,2,4,4,6,7,8,6,8,6,8,7,5,5,3,4,5,7,7,4,3,2,3,2,3,1,1,2,2,2,5,6,3,2,6,5,2,3,2,3,3,3,6,5,5,4,6,4,3,2,2,3,4,4
부산광역시,,금정구,,0.00195,0.00098,0.00293,2,2,2,2,3,1,1,1,1,2,2,2,3,2,3,2,3,2,2,2,1,1,2,3,3,2,1,1,1,1,1,0,1,1,1,1,2,3,1,0,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1
